timestamp,coin,price_usd
2026-09-05T06:21:51.129732+00:00,bitcoin,79629
2026-09-05T06:21:51.129732+00:00,ethereum,2451.97
2026-09-05T06:22:07.498119+00:00,bitcoin,79629
2026-09-05T06:22:07.498119+00:00,ethereum,2451.97
2026-09-05T06:22:24.250163+00:00,bitcoin,79629
2026-09-05T06:22:24.250163+00:00,ethereum,2451.97
2026-09-05T06:22:39.711364+00:00,bitcoin,79631
2026-09-05T06:22:39.711364+00:00,ethereum,2451.98
2026-09-05T06:22:55.168099+00:00,bitcoin,79631
2026-09-05T06:22:55.168099+00:00,ethereum,2451.98
2026-09-05T06:23:10.620644+00:00,bitcoin,79631
2026-09-05T06:23:10.620644+00:00,ethereum,2451.98
2026-09-05T06:23:25.832067+00:00,bitcoin,79631
2026-09-05T06:23:25.832067+00:00,ethereum,2451.98
2026-09-05T06:23:41.290194+00:00,bitcoin,79631
2026-09-05T06:23:41.290194+00:00,ethereum,2452.0
2026-09-05T06:23:56.754417+00:00,bitcoin,79631
2026-09-05T06:23:56.754417+00:00,ethereum,2452.0
2026-09-05T06:24:11.922199+00:00,bitcoin,79631
2026-09-05T06:24:11.922199+00:00,ethereum,2452.0
2026-09-05T06:24:27.415615+00:00,bitcoin,79631
2026-09-05T06:24:27.415615+00:00,ethereum,2452.0
2026-09-05T06:24:42.880657+00:00,bitcoin,79644
2026-09-05T06:24:42.880657+00:00,ethereum,2452.07
2026-09-05T06:24:58.360038+00:00,bitcoin,79644
2026-09-05T06:24:58.360038+00:00,ethereum,2452.07
2026-09-05T06:25:13.558629+00:00,bitcoin,79644
2026-09-05T06:25:13.558629+00:00,ethereum,2452.07
2026-09-05T06:25:28.755962+00:00,bitcoin,79644
2026-09-05T06:25:28.755962+00:00,ethereum,2452.07
2026-09-05T06:25:44.228742+00:00,bitcoin,79645
2026-09-05T06:25:44.228742+00:00,ethereum,2452.1
2026-09-05T06:25:59.674163+00:00,bitcoin,79645
2026-09-05T06:25:59.674163+00:00,ethereum,2452.1
2026-09-05T06:26:15.107007+00:00,bitcoin,79645
2026-09-05T06:26:15.107007+00:00,ethereum,2452.1
2026-09-05T06:26:27.609228+00:00,bitcoin,79645
2026-09-05T06:26:27.609228+00:00,ethereum,2452.1
2026-09-05T06:26:30.307748+00:00,bitcoin,79645
2026-09-05T06:26:30.307748+00:00,ethereum,2452.1
2026-09-05T06:26:43.066128+00:00,bitcoin,79633
2026-09-05T06:26:43.066128+00:00,ethereum,2451.61
2026-09-05T06:26:45.782794+00:00,bitcoin,79633
2026-09-05T06:26:45.782794+00:00,ethereum,2451.61
2026-09-05T06:26:58.533809+00:00,bitcoin,79633
2026-09-05T06:26:58.533809+00:00,ethereum,2451.61
2026-09-05T06:27:00.987607+00:00,bitcoin,79633
2026-09-05T06:27:00.987607+00:00,ethereum,2451.61
2026-09-05T06:27:16.194599+00:00,bitcoin,79633
2026-09-05T06:27:16.194599+00:00,ethereum,2451.61
2026-09-05T06:27:31.367667+00:00,bitcoin,79633
2026-09-05T06:27:31.367667+00:00,ethereum,2451.61
2026-09-05T06:27:46.832337+00:00,bitcoin,79631
2026-09-05T06:27:46.832337+00:00,ethereum,2451.44
2026-09-05T06:28:02.395778+00:00,bitcoin,79631
2026-09-05T06:28:02.395778+00:00,ethereum,2451.44
2026-09-05T06:28:17.821340+00:00,bitcoin,79631
2026-09-05T06:28:17.821340+00:00,ethereum,2451.44
2026-09-05T07:19:46.805142+00:00,bitcoin,79707
2026-09-05T07:19:46.805142+00:00,ethereum,2454.77
2026-09-05T07:20:02.456382+00:00,bitcoin,79707
2026-09-05T07:20:02.456382+00:00,ethereum,2454.77
2026-09-05T07:20:18.127018+00:00,bitcoin,79707
2026-09-05T07:20:18.127018+00:00,ethereum,2454.77
2026-09-05T07:20:33.331498+00:00,bitcoin,79707
2026-09-05T07:20:33.331498+00:00,ethereum,2454.77
2026-09-05T07:21:00.844594+00:00,bitcoin,79701
2026-09-05T07:21:00.844594+00:00,ethereum,2454.55
2026-09-05T07:21:16.319309+00:00,bitcoin,79701
2026-09-05T07:21:16.319309+00:00,ethereum,2454.55
2026-09-05T07:21:31.558855+00:00,bitcoin,79701
2026-09-05T07:21:31.558855+00:00,ethereum,2454.55
2026-09-05T07:21:47.024045+00:00,bitcoin,79684
2026-09-05T07:21:47.024045+00:00,ethereum,2454.1
2026-09-05T07:22:02.520646+00:00,bitcoin,79684
2026-09-05T07:22:02.520646+00:00,ethereum,2454.1
2026-09-05T07:22:22.526302+00:00,bitcoin,79684
2026-09-05T07:22:22.526302+00:00,ethereum,2454.1
2026-09-05T07:23:01.940770+00:00,bitcoin,79695
2026-09-05T07:23:01.940770+00:00,ethereum,2454.62
2026-09-05T07:23:19.439245+00:00,bitcoin,79695
2026-09-05T07:23:19.439245+00:00,ethereum,2454.62
2026-09-05T07:23:34.672701+00:00,bitcoin,79695
2026-09-05T07:23:34.672701+00:00,ethereum,2454.62
2026-09-05T07:23:50.154138+00:00,bitcoin,79702
2026-09-05T07:23:50.154138+00:00,ethereum,2454.8
2026-09-05T07:24:07.616567+00:00,bitcoin,79702
2026-09-05T07:24:07.616567+00:00,ethereum,2454.8
2026-09-05T07:24:25.060785+00:00,bitcoin,79702
2026-09-05T07:24:25.060785+00:00,ethereum,2454.8
2026-09-05T07:25:02.916431+00:00,bitcoin,79705
2026-09-05T07:25:02.916431+00:00,ethereum,2455.08
2026-09-05T07:25:20.352980+00:00,bitcoin,79705
2026-09-05T07:25:20.352980+00:00,ethereum,2455.08
2026-09-05T07:25:38.228111+00:00,bitcoin,79705
2026-09-05T07:25:38.228111+00:00,ethereum,2455.08
2026-09-05T07:32:03.136652+00:00,bitcoin,79722
2026-09-05T07:32:03.136652+00:00,ethereum,2456.87
2026-09-05T07:32:18.421716+00:00,bitcoin,79722
2026-09-05T07:32:18.421716+00:00,ethereum,2456.87
2026-09-05T07:32:33.795341+00:00,bitcoin,79722
2026-09-05T07:32:33.795341+00:00,ethereum,2456.87
2026-09-05T07:32:49.265029+00:00,bitcoin,79721
2026-09-05T07:32:49.265029+00:00,ethereum,2456.81
2026-09-05T07:33:04.993837+00:00,bitcoin,79721
2026-09-05T07:33:04.993837+00:00,ethereum,2456.81
2026-09-05T07:33:20.190416+00:00,bitcoin,79721
2026-09-05T07:33:20.190416+00:00,ethereum,2456.81
2026-09-05T07:33:35.633443+00:00,bitcoin,79721
2026-09-05T07:33:35.633443+00:00,ethereum,2456.81
2026-09-05T07:33:51.106027+00:00,bitcoin,79717
2026-09-05T07:33:51.106027+00:00,ethereum,2456.54
2026-09-05T07:34:06.540844+00:00,bitcoin,79717
2026-09-05T07:34:06.540844+00:00,ethereum,2456.54
2026-09-05T07:34:22.016338+00:00,bitcoin,79717
2026-09-05T07:34:22.016338+00:00,ethereum,2456.54
2026-09-05T07:34:37.229534+00:00,bitcoin,79717
2026-09-05T07:34:37.229534+00:00,ethereum,2456.54
2026-09-05T07:39:32.816369+00:00,bitcoin,79736
2026-09-05T07:39:32.816369+00:00,ethereum,2458.62
2026-09-05T07:39:48.474461+00:00,bitcoin,79739
2026-09-05T07:39:48.474461+00:00,ethereum,2459.09
2026-09-05T07:40:04.497508+00:00,bitcoin,79739
2026-09-05T07:40:04.497508+00:00,ethereum,2459.09
2026-09-05T07:40:19.793888+00:00,bitcoin,79739
2026-09-05T07:40:19.793888+00:00,ethereum,2459.09
2026-09-05T07:43:06.658608+00:00,bitcoin,79737
2026-09-05T07:43:06.658608+00:00,ethereum,2458.95
2026-09-05T07:43:21.906274+00:00,bitcoin,79737
2026-09-05T07:43:21.906274+00:00,ethereum,2458.95
2026-09-05T07:43:37.150938+00:00,bitcoin,79737
2026-09-05T07:43:37.150938+00:00,ethereum,2458.95
2026-09-05T07:43:52.919837+00:00,bitcoin,79733
2026-09-05T07:43:52.919837+00:00,ethereum,2458.61
2026-09-05T07:44:09.188560+00:00,bitcoin,79733
2026-09-05T07:44:09.188560+00:00,ethereum,2458.61
2026-09-05T07:44:25.126774+00:00,bitcoin,79733
2026-09-05T07:44:25.126774+00:00,ethereum,2458.61
2026-09-05T07:44:41.355517+00:00,bitcoin,79733
2026-09-05T07:44:41.355517+00:00,ethereum,2458.61
2026-09-05T07:45:00.688591+00:00,bitcoin,79721
2026-09-05T07:45:00.688591+00:00,ethereum,2458.09
2026-09-05T07:45:16.687153+00:00,bitcoin,79721
2026-09-05T07:45:16.687153+00:00,ethereum,2458.09
2026-09-05T07:45:32.545477+00:00,bitcoin,79721
2026-09-05T07:45:32.545477+00:00,ethereum,2458.09
2026-09-05T07:45:48.456142+00:00,bitcoin,79733
2026-09-05T07:45:48.456142+00:00,ethereum,2459.03
2026-09-05T07:46:03.981865+00:00,bitcoin,79733
2026-09-05T07:46:03.981865+00:00,ethereum,2459.03
2026-09-05T07:46:19.403878+00:00,bitcoin,79733
2026-09-05T07:46:19.403878+00:00,ethereum,2459.03
2026-09-05T07:46:34.628905+00:00,bitcoin,79733
2026-09-05T07:46:34.628905+00:00,ethereum,2459.03
2026-09-05T07:46:52.976081+00:00,bitcoin,79735
2026-09-05T07:46:52.976081+00:00,ethereum,2458.61
2026-09-05T07:47:20.313797+00:00,bitcoin,79735
2026-09-05T07:47:20.313797+00:00,ethereum,2458.61
2026-09-05T07:47:36.035713+00:00,bitcoin,79735
2026-09-05T07:47:36.035713+00:00,ethereum,2458.61
2026-09-05T07:47:51.529580+00:00,bitcoin,79758
2026-09-05T07:47:51.529580+00:00,ethereum,2458.48
2026-09-05T07:48:06.845820+00:00,bitcoin,79758
2026-09-05T07:48:06.845820+00:00,ethereum,2458.48
2026-09-05T07:48:23.932190+00:00,bitcoin,79758
2026-09-05T07:48:23.932190+00:00,ethereum,2458.48
2026-09-05T07:48:41.241479+00:00,bitcoin,79758
2026-09-05T07:48:41.241479+00:00,ethereum,2458.48
2026-09-05T07:48:56.936207+00:00,bitcoin,79763
2026-09-05T07:48:56.936207+00:00,ethereum,2458.81
2026-09-05T07:49:13.622432+00:00,bitcoin,79763
2026-09-05T07:49:13.622432+00:00,ethereum,2458.81
2026-09-05T07:49:29.380276+00:00,bitcoin,79763
2026-09-05T07:49:29.380276+00:00,ethereum,2458.81
2026-09-05T07:49:45.300786+00:00,bitcoin,79763
2026-09-05T07:49:45.300786+00:00,ethereum,2458.81
2026-09-05T07:50:02.338743+00:00,bitcoin,79758
2026-09-05T07:50:02.338743+00:00,ethereum,2459.31
2026-09-05T07:50:18.009338+00:00,bitcoin,79758
2026-09-05T07:50:18.009338+00:00,ethereum,2459.31
2026-09-05T07:50:37.110714+00:00,bitcoin,79758
2026-09-05T07:50:37.110714+00:00,ethereum,2459.31
2026-09-05T07:50:52.952268+00:00,bitcoin,79749
2026-09-05T07:50:52.952268+00:00,ethereum,2459.16
2026-09-05T07:51:08.758559+00:00,bitcoin,79749
2026-09-05T07:51:08.758559+00:00,ethereum,2459.16
2026-09-05T07:51:24.707832+00:00,bitcoin,79749
2026-09-05T07:51:24.707832+00:00,ethereum,2459.16
2026-09-05T07:51:42.048185+00:00,bitcoin,79749
2026-09-05T07:51:42.048185+00:00,ethereum,2459.16
2026-09-05T07:51:58.580533+00:00,bitcoin,79738
2026-09-05T07:51:58.580533+00:00,ethereum,2458.13
2026-09-05T07:52:14.108601+00:00,bitcoin,79738
2026-09-05T07:52:14.108601+00:00,ethereum,2458.13
2026-09-05T07:52:29.441018+00:00,bitcoin,79738
2026-09-05T07:52:29.441018+00:00,ethereum,2458.13
2026-09-05T07:52:44.706097+00:00,bitcoin,79738
2026-09-05T07:52:44.706097+00:00,ethereum,2458.13
2026-09-05T07:53:01.708606+00:00,bitcoin,79743
2026-09-05T07:53:01.708606+00:00,ethereum,2458.24
2026-09-05T07:53:17.959880+00:00,bitcoin,79743
2026-09-05T07:53:17.959880+00:00,ethereum,2458.24
2026-09-05T07:53:34.847974+00:00,bitcoin,79743
2026-09-05T07:53:34.847974+00:00,ethereum,2458.24
2026-09-05T07:53:50.571280+00:00,bitcoin,79747
2026-09-05T07:53:50.571280+00:00,ethereum,2458.35
2026-09-05T07:54:06.048014+00:00,bitcoin,79747
2026-09-05T07:54:06.048014+00:00,ethereum,2458.35
2026-09-05T07:54:21.333229+00:00,bitcoin,79747
2026-09-05T07:54:21.333229+00:00,ethereum,2458.35
2026-09-05T07:54:36.658631+00:00,bitcoin,79747
2026-09-05T07:54:36.658631+00:00,ethereum,2458.35
2026-09-05T07:54:53.603321+00:00,bitcoin,79738
2026-09-05T07:54:53.603321+00:00,ethereum,2457.86
2026-09-05T07:55:09.066775+00:00,bitcoin,79738
2026-09-05T07:55:09.066775+00:00,ethereum,2457.86
2026-09-05T07:55:24.834359+00:00,bitcoin,79738
2026-09-05T07:55:24.834359+00:00,ethereum,2457.86
2026-09-05T07:55:40.501279+00:00,bitcoin,79738
2026-09-05T07:55:40.501279+00:00,ethereum,2457.86
2026-09-05T07:55:56.235634+00:00,bitcoin,79737
2026-09-05T07:55:56.235634+00:00,ethereum,2457.52
2026-09-05T07:56:11.602221+00:00,bitcoin,79737
2026-09-05T07:56:11.602221+00:00,ethereum,2457.52
2026-09-05T07:56:27.560499+00:00,bitcoin,79737
2026-09-05T07:56:27.560499+00:00,ethereum,2457.52
2026-09-05T07:56:42.862305+00:00,bitcoin,79737
2026-09-05T07:56:42.862305+00:00,ethereum,2457.52
2026-09-05T07:56:58.502438+00:00,bitcoin,79736
2026-09-05T07:56:58.502438+00:00,ethereum,2457.8
2026-09-05T07:57:13.959546+00:00,bitcoin,79736
2026-09-05T07:57:13.959546+00:00,ethereum,2457.8
2026-09-05T07:57:29.395896+00:00,bitcoin,79736
2026-09-05T07:57:29.395896+00:00,ethereum,2457.8
2026-09-05T07:57:44.926747+00:00,bitcoin,79736
2026-09-05T07:57:44.926747+00:00,ethereum,2457.8
2026-09-05T07:58:00.674362+00:00,bitcoin,79736
2026-09-05T07:58:00.674362+00:00,ethereum,2457.82
2026-09-05T07:58:16.243141+00:00,bitcoin,79736
2026-09-05T07:58:16.243141+00:00,ethereum,2457.82
2026-09-05T07:58:32.977891+00:00,bitcoin,79736
2026-09-05T07:58:32.977891+00:00,ethereum,2457.82
2026-09-05T07:58:48.377000+00:00,bitcoin,79736
2026-09-05T07:58:48.377000+00:00,ethereum,2457.82
2026-09-05T07:59:04.096859+00:00,bitcoin,79728
2026-09-05T07:59:04.096859+00:00,ethereum,2458.03
2026-09-05T07:59:19.649897+00:00,bitcoin,79728
2026-09-05T07:59:19.649897+00:00,ethereum,2458.03
2026-09-05T07:59:34.929211+00:00,bitcoin,79728
2026-09-05T07:59:34.929211+00:00,ethereum,2458.03
2026-09-05T07:59:50.519494+00:00,bitcoin,79705
2026-09-05T07:59:50.519494+00:00,ethereum,2457.34
2026-09-05T08:00:06.818198+00:00,bitcoin,79705
2026-09-05T08:00:06.818198+00:00,ethereum,2457.34
2026-09-05T08:00:22.718541+00:00,bitcoin,79705
2026-09-05T08:00:22.718541+00:00,ethereum,2457.34
2026-09-05T08:00:38.450475+00:00,bitcoin,79705
2026-09-05T08:00:38.450475+00:00,ethereum,2457.34
2026-09-05T08:00:54.109556+00:00,bitcoin,79712
2026-09-05T08:00:54.109556+00:00,ethereum,2457.59
2026-09-05T08:01:21.647387+00:00,bitcoin,79712
2026-09-05T08:01:21.647387+00:00,ethereum,2457.59
2026-09-05T08:01:37.439357+00:00,bitcoin,79712
2026-09-05T08:01:37.439357+00:00,ethereum,2457.59
2026-09-05T08:01:53.214175+00:00,bitcoin,79697
2026-09-05T08:01:53.214175+00:00,ethereum,2456.52
2026-09-05T08:02:08.588579+00:00,bitcoin,79697
2026-09-05T08:02:08.588579+00:00,ethereum,2456.52
2026-09-05T08:02:23.858152+00:00,bitcoin,79697
2026-09-05T08:02:23.858152+00:00,ethereum,2456.52
2026-09-05T08:02:39.336208+00:00,bitcoin,79697
2026-09-05T08:02:39.336208+00:00,ethereum,2456.52
2026-09-05T08:02:55.818672+00:00,bitcoin,79706
2026-09-05T08:02:55.818672+00:00,ethereum,2457.2
2026-09-05T08:03:11.555278+00:00,bitcoin,79706
2026-09-05T08:03:11.555278+00:00,ethereum,2457.2
2026-09-05T08:03:26.924263+00:00,bitcoin,79706
2026-09-05T08:03:26.924263+00:00,ethereum,2457.2
2026-09-05T08:09:49.531420+00:00,bitcoin,79653
2026-09-05T08:09:49.531420+00:00,ethereum,2455.61
2026-09-05T08:10:04.970353+00:00,bitcoin,79653
2026-09-05T08:10:04.970353+00:00,ethereum,2455.45
2026-09-05T08:10:20.519993+00:00,bitcoin,79653
2026-09-05T08:10:20.519993+00:00,ethereum,2455.45
2026-09-05T08:10:36.031881+00:00,bitcoin,79653
2026-09-05T08:10:36.031881+00:00,ethereum,2455.45
2026-09-05T08:10:51.475732+00:00,bitcoin,79659
2026-09-05T08:10:51.475732+00:00,ethereum,2455.39
2026-09-05T08:11:06.943910+00:00,bitcoin,79659
2026-09-05T08:11:06.943910+00:00,ethereum,2455.39
2026-09-05T08:11:22.419662+00:00,bitcoin,79659
2026-09-05T08:11:22.419662+00:00,ethereum,2455.39
2026-09-05T08:11:38.086747+00:00,bitcoin,79659
2026-09-05T08:11:38.086747+00:00,ethereum,2455.39
2026-09-05T08:11:53.762024+00:00,bitcoin,79652
2026-09-05T08:11:53.762024+00:00,ethereum,2455.45
2026-09-05T08:12:09.131454+00:00,bitcoin,79652
2026-09-05T08:12:09.131454+00:00,ethereum,2455.45
2026-09-05T08:12:24.611988+00:00,bitcoin,79652
2026-09-05T08:12:24.611988+00:00,ethereum,2455.45
2026-09-05T08:12:40.078778+00:00,bitcoin,79652
2026-09-05T08:12:40.078778+00:00,ethereum,2455.45
2026-09-05T08:12:55.560337+00:00,bitcoin,79665
2026-09-05T08:12:55.560337+00:00,ethereum,2455.59
2026-09-05T08:13:10.809722+00:00,bitcoin,79665
2026-09-05T08:13:10.809722+00:00,ethereum,2455.59
2026-09-05T08:13:26.565399+00:00,bitcoin,79665
2026-09-05T08:13:26.565399+00:00,ethereum,2455.59
2026-09-05T08:13:42.109864+00:00,bitcoin,79665
